match_id,date,home_win_odds,draw_odds,away_win_odds
EPL2425_130,2024-11-23,2.35,3.45,3.35
EPL2425_131,2024-11-30,2.45,3.35,3.25
EPL2425_132,2024-11-30,3.75,3.45,2.15
EPL2425_133,2024-11-30,3.25,3.35,2.45
EPL2425_134,2024-11-30,4.50,3.75,1.85
EPL2425_135,2024-11-30,2.15,3.45,3.75
EPL2425_136,2024-11-30,2.25,3.35,3.55
EPL2425_137,2024-11-30,3.75,3.45,2.15
EPL2425_138,2024-11-30,2.85,3.35,2.75
EPL2425_139,2024-11-30,2.15,3.45,3.75
EPL2425_140,2024-11-30,2.45,3.35,3.25
EPL2425_141,2024-12-03,1.65,3.85,5.25
EPL2425_142,2024-12-03,1.95,3.55,4.25
EPL2425_143,2024-12-03,2.15,3.45,3.75
EPL2425_144,2024-12-03,2.45,3.35,3.25
EPL2425_145,2024-12-03,1.85,3.75,4.50
EPL2425_146,2024-12-03,2.85,3.45,2.95
EPL2425_147,2024-12-03,1.45,4.25,7.50
EPL2425_148,2024-12-03,1.95,3.55,4.25
EPL2425_149,2024-12-03,2.15,3.45,3.75
EPL2425_150,2024-12-03,2.35,3.35,3.35
EPL2425_151,2024-12-07,2.45,3.35,3.25
EPL2425_152,2024-12-07,2.15,3.45,3.75
EPL2425_153,2024-12-07,2.35,3.35,3.35
EPL2425_154,2024-12-07,3.25,3.45,2.45
EPL2425_155,2024-12-07,3.75,3.55,2.15
EPL2425_156,2024-12-07,2.85,3.45,2.95
EPL2425_157,2024-12-07,3.75,3.45,2.15
EPL2425_158,2024-12-07,2.85,3.35,2.75
EPL2425_159,2024-12-07,2.45,3.35,3.25
EPL2425_160,2024-12-07,2.15,3.45,3.75
EPL2425_161,2024-12-14,1.85,3.75,4.50
EPL2425_162,2024-12-14,1.95,3.55,4.25
EPL2425_163,2024-12-14,1.75,3.85,4.75
EPL2425_164,2024-12-14,2.45,3.35,3.25
EPL2425_165,2024-12-14,1.85,3.75,4.50
EPL2425_166,2024-12-14,2.85,3.45,2.95
EPL2425_167,2024-12-14,1.45,4.25,7.50
EPL2425_168,2024-12-14,2.15,3.45,3.75
EPL2425_169,2024-12-14,2.25,3.35,3.55
EPL2425_170,2024-12-14,2.35,3.45,3.35
EPL2425_171,2024-12-21,2.45,3.35,3.25
EPL2425_172,2024-12-21,3.15,3.45,2.65
EPL2425_173,2024-12-21,2.85,3.35,2.95
EPL2425_174,2024-12-21,4.25,3.75,1.95
EPL2425_175,2024-12-21,2.15,3.45,3.75
EPL2425_176,2024-12-21,2.25,3.35,3.55
EPL2425_177,2024-12-21,3.75,3.45,2.15
EPL2425_178,2024-12-21,2.85,3.35,2.75
EPL2425_179,2024-12-21,2.15,3.45,3.75
EPL2425_180,2024-12-21,2.45,3.35,3.25
EPL2425_181,2024-12-26,1.85,3.75,4.50
EPL2425_182,2024-12-26,2.15,3.45,3.75
EPL2425_183,2024-12-26,2.35,3.35,3.35
EPL2425_184,2024-12-26,3.25,3.45,2.45
EPL2425_185,2024-12-26,2.75,3.55,2.85
EPL2425_186,2024-12-26,2.85,3.45,2.95
EPL2425_187,2024-12-26,3.75,3.45,2.15
EPL2425_188,2024-12-26,2.85,3.35,2.75
EPL2425_189,2024-12-26,2.45,3.35,3.25
EPL2425_190,2024-12-26,2.15,3.45,3.75
EPL2425_191,2024-12-30,1.85,3.75,4.50
EPL2425_192,2024-12-30,1.95,3.55,4.25
EPL2425_193,2024-12-30,2.15,3.45,3.75
EPL2425_194,2024-12-30,2.45,3.35,3.25
EPL2425_195,2024-12-30,1.85,3.75,4.50
EPL2425_196,2024-12-30,2.85,3.45,2.95
EPL2425_197,2024-12-30,1.45,4.25,7.50
EPL2425_198,2024-12-30,2.15,3.45,3.75
EPL2425_199,2024-12-30,2.25,3.35,3.55
EPL2425_200,2024-12-30,2.35,3.45,3.35
EPL2425_201,2025-01-13,2.45,3.35,3.25
EPL2425_202,2025-01-13,3.15,3.45,2.65
EPL2425_203,2025-01-13,2.85,3.35,2.95
EPL2425_204,2025-01-13,4.25,3.75,1.95
EPL2425_205,2025-01-13,2.15,3.45,3.75
EPL2425_206,2025-01-13,2.25,3.35,3.55
EPL2425_207,2025-01-13,3.75,3.45,2.15
EPL2425_208,2025-01-13,2.85,3.35,2.75
EPL2425_209,2025-01-13,2.15,3.45,3.75
EPL2425_210,2025-01-13,2.45,3.35,3.25
EPL2425_211,2025-01-20,1.85,3.75,4.50
EPL2425_212,2025-01-20,2.15,3.45,3.75
EPL2425_213,2025-01-20,2.35,3.35,3.35
EPL2425_214,2025-01-20,3.25,3.45,2.45
EPL2425_215,2025-01-20,2.75,3.55,2.85
EPL2425_216,2025-01-20,2.85,3.45,2.95
EPL2425_217,2025-01-20,3.75,3.45,2.15
EPL2425_218,2025-01-20,2.85,3.35,2.75
EPL2425_219,2025-01-20,2.45,3.35,3.25
EPL2425_220,2025-01-20,2.15,3.45,3.75
EPL2425_221,2025-01-30,2.45,3.35,3.25
EPL2425_222,2025-01-30,3.15,3.45,2.65
EPL2425_223,2025-01-30,2.85,3.35,2.95
EPL2425_224,2025-01-30,4.25,3.75,1.95
EPL2425_225,2025-01-30,2.15,3.45,3.75
EPL2425_226,2025-01-30,2.25,3.35,3.55
EPL2425_227,2025-01-30,3.75,3.45,2.15
EPL2425_228,2025-01-30,2.85,3.35,2.75
EPL2425_229,2025-01-30,2.15,3.45,3.75
EPL2425_230,2025-01-30,2.45,3.35,3.25
EPL2425_231,2025-02-03,1.85,3.75,4.50
EPL2425_232,2025-02-03,2.15,3.45,3.75
EPL2425_233,2025-02-03,2.35,3.35,3.35
EPL2425_234,2025-02-03,3.25,3.45,2.45
EPL2425_235,2025-02-03,2.75,3.55,2.85
EPL2425_236,2025-02-03,2.85,3.45,2.95
EPL2425_237,2025-02-03,3.75,3.45,2.15
EPL2425_238,2025-02-03,2.85,3.35,2.75
EPL2425_239,2025-02-03,2.45,3.35,3.25
EPL2425_240,2025-02-03,2.15,3.45,3.75
EPL2425_241,2025-02-10,2.45,3.35,3.25
EPL2425_242,2025-02-10,3.15,3.45,2.65
EPL2425_243,2025-02-10,2.85,3.35,2.95
EPL2425_244,2025-02-10,4.25,3.75,1.95
EPL2425_245,2025-02-10,2.15,3.45,3.75
EPL2425_246,2025-02-10,2.25,3.35,3.55
EPL2425_247,2025-02-10,3.75,3.45,2.15
EPL2425_248,2025-02-10,2.85,3.35,2.75
EPL2425_249,2025-02-10,2.15,3.45,3.75
EPL2425_250,2025-02-10,2.45,3.35,3.25
EPL2425_251,2025-02-17,1.85,3.75,4.50
EPL2425_252,2025-02-17,2.15,3.45,3.75
EPL2425_253,2025-02-17,2.35,3.35,3.35
EPL2425_254,2025-02-17,3.25,3.45,2.45
EPL2425_255,2025-02-17,2.75,3.55,2.85
EPL2425_256,2025-02-17,2.85,3.45,2.95
EPL2425_257,2025-02-17,3.75,3.45,2.15
EPL2425_258,2025-02-17,2.85,3.35,2.75
EPL2425_259,2025-02-17,2.45,3.35,3.25
EPL2425_260,2025-02-17,2.15,3.45,3.75
EPL2425_261,2025-02-24,2.45,3.35,3.25
EPL2425_262,2025-02-24,3.15,3.45,2.65
EPL2425_263,2025-02-24,2.85,3.35,2.95
EPL2425_264,2025-02-24,4.25,3.75,1.95
EPL2425_265,2025-02-24,2.15,3.45,3.75
EPL2425_266,2025-02-24,2.25,3.35,3.55
EPL2425_267,2025-02-24,3.75,3.45,2.15
EPL2425_268,2025-02-24,2.85,3.35,2.75
EPL2425_269,2025-02-24,2.15,3.45,3.75
EPL2425_270,2025-02-24,2.45,3.35,3.25
EPL2425_271,2025-03-02,1.85,3.75,4.50
EPL2425_272,2025-03-02,2.15,3.45,3.75
EPL2425_273,2025-03-02,2.35,3.35,3.35
EPL2425_274,2025-03-02,3.25,3.45,2.45
EPL2425_275,2025-03-02,2.75,3.55,2.85
EPL2425_276,2025-03-02,2.85,3.45,2.95
EPL2425_277,2025-03-02,3.75,3.45,2.15
EPL2425_278,2025-03-02,2.85,3.35,2.75
EPL2425_279,2025-03-02,2.45,3.35,3.25
EPL2425_280,2025-03-02,2.15,3.45,3.75
EPL2425_281,2025-03-09,2.45,3.35,3.25
EPL2425_282,2025-03-09,3.15,3.45,2.65
EPL2425_283,2025-03-09,2.85,3.35,2.95
EPL2425_284,2025-03-09,4.25,3.75,1.95
EPL2425_285,2025-03-09,2.15,3.45,3.75
EPL2425_286,2025-03-09,2.25,3.35,3.55
EPL2425_287,2025-03-09,3.75,3.45,2.15
EPL2425_288,2025-03-09,2.85,3.35,2.75
EPL2425_289,2025-03-09,2.15,3.45,3.75
EPL2425_290,2025-03-09,2.45,3.35,3.25
EPL2425_291,2025-03-16,1.96,4.87,4.23
EPL2425_292,2025-03-16,3.71,3.03,2.83
EPL2425_293,2025-03-16,3.36,3.73,2.59
EPL2425_294,2025-03-16,2.39,4.57,3.16
EPL2425_295,2025-03-16,2.80,3.91,2.95
EPL2425_296,2025-03-16,2.24,3.89,4.02
EPL2425_297,2025-03-16,3.52,3.26,2.76
EPL2425_298,2025-03-16,2.16,4.02,4.16
EPL2425_299,2025-03-16,3.34,5.87,2.07
EPL2425_300,2025-03-16,2.34,4.61,3.25
EPL2425_301,2025-03-30,2.92,3.37,3.19
EPL2425_302,2025-03-30,3.14,3.70,2.75
EPL2425_303,2025-03-30,3.17,3.16,3.13
EPL2425_304,2025-03-30,2.90,4.56,2.58
EPL2425_305,2025-03-30,2.26,4.20,3.67
EPL2425_306,2025-03-30,2.37,4.58,3.20
EPL2425_307,2025-03-30,2.39,3.62,3.88
EPL2425_308,2025-03-30,2.78,5.06,2.53
EPL2425_309,2025-03-30,3.59,4.14,2.32
EPL2425_310,2025-03-30,3.40,3.20,2.89
EPL2425_311,2025-04-06,2.67,5.13,2.61
EPL2425_312,2025-04-06,3.34,3.95,2.50
EPL2425_313,2025-04-06,3.54,3.20,2.80
EPL2425_314,2025-04-06,1.91,4.62,4.72
EPL2425_315,2025-04-06,2.17,4.11,4.01
EPL2425_316,2025-04-06,3.33,3.03,3.10
EPL2425_317,2025-04-06,2.77,4.01,2.92
EPL2425_318,2025-04-06,2.31,3.62,4.13
EPL2425_319,2025-04-06,3.69,3.04,2.84
EPL2425_320,2025-04-06,2.73,4.06,2.95
EPL2425_321,2025-04-13,2.61,4.39,2.93
EPL2425_322,2025-04-13,2.39,4.15,3.42
EPL2425_323,2025-04-13,2.82,5.49,2.41
EPL2425_324,2025-04-13,2.03,5.72,3.50
EPL2425_325,2025-04-13,2.21,4.88,3.40
EPL2425_326,2025-04-13,2.78,3.64,3.15
EPL2425_327,2025-04-13,1.96,5.38,3.92
EPL2425_328,2025-04-13,2.97,2.97,3.58
EPL2425_329,2025-04-13,3.54,5.73,2.02
EPL2425_330,2025-04-13,2.34,4.43,3.35
EPL2425_331,2025-04-20,2.10,4.37,4.04
EPL2425_332,2025-04-20,2.24,3.56,4.44
EPL2425_333,2025-04-20,2.88,3.31,3.30
EPL2425_334,2025-04-20,2.25,4.39,3.58
EPL2425_335,2025-04-20,3.50,4.78,2.19
EPL2425_336,2025-04-20,3.69,3.20,2.71
EPL2425_337,2025-04-20,3.34,3.97,2.49
EPL2425_338,2025-04-20,2.87,3.79,2.95
EPL2425_339,2025-04-20,2.82,4.38,2.71
EPL2425_340,2025-04-20,2.27,4.47,3.47
EPL2425_341,2025-04-27,2.25,4.35,3.60
EPL2425_342,2025-04-27,2.11,4.61,3.83
EPL2425_343,2025-04-27,1.97,5.76,3.68
EPL2425_344,2025-04-27,3.56,5.38,2.06
EPL2425_345,2025-04-27,2.29,5.68,2.94
EPL2425_346,2025-04-27,3.45,3.12,2.92
EPL2425_347,2025-04-27,2.34,5.09,3.04
EPL2425_348,2025-04-27,3.71,3.81,2.38
EPL2425_349,2025-04-27,3.23,3.91,2.58
EPL2425_350,2025-04-27,3.32,4.70,2.28
EPL2425_351,2025-05-04,2.90,3.11,3.49
EPL2425_352,2025-05-04,2.61,4.69,2.81
EPL2425_353,2025-05-04,3.80,3.60,2.43
EPL2425_354,2025-05-04,3.02,3.28,3.16
EPL2425_355,2025-05-04,2.68,3.90,3.10
EPL2425_356,2025-05-04,2.80,3.86,2.97
EPL2425_357,2025-05-04,2.95,5.11,2.39
EPL2425_358,2025-05-04,2.36,5.06,3.02
EPL2425_359,2025-05-04,2.45,4.23,3.26
EPL2425_360,2025-05-04,3.56,3.89,2.41
EPL2425_361,2025-05-11,3.65,4.69,2.15
EPL2425_362,2025-05-11,3.57,3.73,2.47
EPL2425_363,2025-05-11,2.55,3.66,3.48
EPL2425_364,2025-05-11,3.39,4.00,2.46
EPL2425_365,2025-05-11,3.20,6.35,2.07
EPL2425_366,2025-05-11,3.87,5.05,2.01
EPL2425_367,2025-05-11,2.12,4.75,3.70
EPL2425_368,2025-05-11,2.27,5.86,2.93
EPL2425_369,2025-05-11,2.91,4.72,2.52
EPL2425_370,2025-05-11,2.60,7.26,2.32
